player,sort_order,time,n_shots,event_type2,side,shot_place,shot_outcome,trueGoals,location,bodypart,assist_method,situation,fast_break,year,expectedGoals,difference,ratio,xG_per_shot_ratio
Simone Zaza,12414,10706,211,2004.0,310,1203.0,393.0,25,1774.0,422.0,254,248.0,7,425042,24.77,-0.23,1.0092854259184498,0.11739336492890995
Simy,638,587,10,120.0,13,67.0,21.0,1,71.0,19.0,20,14.0,0,20160,0.94,-0.06,1.0638297872340425,0.094
Sinan Kurt,50,60,1,12.0,1,2.0,3.0,0,11.0,2.0,1,1.0,0,2015,0.05,0.05,0.0,0.05
Sinisa Andjelkovic,1001,832,15,171.0,24,92.0,27.0,1,104.0,37.0,25,30.0,0,30231,2.39,1.39,0.41841004184100417,0.15933333333333335
Sisi,792,688,18,132.0,27,107.0,39.0,0,211.0,22.0,12,19.0,0,36220,1.09,1.09,0.0,0.06055555555555556
Slawomir Peszko,1755,1590,39,336.0,57,223.0,82.0,2,392.0,64.0,38,43.0,0,78496,3.14,1.14,0.6369426751592356,0.08051282051282052
Slimane Sissoko,960,933,12,120.0,17,79.0,26.0,0,128.0,24.0,14,12.0,0,24183,0.92,0.92,0.0,0.07666666666666667
Sloan Privat,9197,8725,182,1971.0,245,1145.0,313.0,29,1221.0,440.0,299,260.0,3,366522,25.69,-3.31,1.1288439081354613,0.14115384615384616
Slobodan Medojevic,796,736,18,180.0,27,105.0,37.0,1,158.0,28.0,22,24.0,0,36245,2.01,1.01,0.49751243781094534,0.11166666666666665
Slobodan Rajkovic,1492,1237,25,264.0,36,143.0,46.0,3,172.0,62.0,38,47.0,0,50339,4.76,1.76,0.6302521008403361,0.19039999999999999
Sofian Chahed,407,388,8,48.0,15,56.0,17.0,0,115.0,9.0,4,11.0,0,16098,0.29,0.29,0.0,0.03625
Sofiane Boufal,3917,3798,83,744.0,128,429.0,158.0,15,931.0,123.0,85,97.0,0,167278,9.07,-5.93,1.6538037486218302,0.10927710843373495
Sofiane Feghouli,9702,8611,170,1500.0,243,1092.0,329.0,21,1639.0,270.0,190,203.0,8,342311,18.35,-2.65,1.1444141689373295,0.10794117647058825
Sokratis,4983,4317,86,876.0,114,549.0,170.0,5,476.0,212.0,133,176.0,0,173136,11.57,6.57,0.43215211754537597,0.13453488372093023
Somalia,1017,995,21,168.0,34,105.0,44.0,0,239.0,32.0,20,22.0,1,42327,1.28,1.28,0.0,0.06095238095238095
Somen Tchoyi,300,256,3,36.0,4,25.0,6.0,0,18.0,5.0,7,4.0,0,6039,0.52,0.52,0.0,0.17333333333333334
Son Heungmin,4834,4649,102,1092.0,144,534.0,202.0,16,1066.0,156.0,119,115.0,6,205556,9.97,-6.03,1.6048144433299898,0.09774509803921569
Sone Aluko,1845,1998,39,396.0,63,219.0,75.0,1,496.0,73.0,43,45.0,0,78562,2.05,1.05,0.48780487804878053,0.05256410256410256
Sonny Kittel,2813,2195,36,300.0,57,196.0,67.0,0,328.0,53.0,37,43.0,0,72540,2.94,2.94,0.0,0.08166666666666667
Sotirios Kyrgiakos,362,261,5,60.0,9,31.0,10.0,0,24.0,13.0,10,9.0,0,10057,0.52,0.52,0.0,0.10400000000000001
Sotirios Ninis,1031,868,15,108.0,22,69.0,27.0,0,220.0,17.0,9,15.0,0,30188,0.41,0.41,0.0,0.02733333333333333
Soualiho Meite,849,854,13,120.0,22,77.0,26.0,0,160.0,19.0,14,19.0,0,26180,1.4,1.4,0.0,0.10769230769230768
Soufian Benyamina,107,90,1,0.0,2,2.0,3.0,0,9.0,2.0,0,1.0,0,2013,0.05,0.05,0.0,0.05
Soufiane Bidaoui,101,84,1,12.0,1,2.0,3.0,0,15.0,1.0,1,1.0,0,2015,0.03,0.03,0.0,0.03
Souleymane Camara,16468,15211,280,2688.0,403,1701.0,516.0,33,2316.0,517.0,371,350.0,6,563800,33.87,0.87,0.9743135518157663,0.1209642857142857
Souleymane Diawara,1993,1734,31,342.0,46,217.0,50.0,5,202.0,69.0,47,55.0,0,62389,5.29,0.29,0.945179584120983,0.1706451612903226
Souleymane Doukara,689,578,9,108.0,13,57.0,21.0,0,65.0,19.0,20,9.0,0,18108,0.7,0.7,0.0,0.07777777777777778
Srdjan Lakic,4046,3419,65,708.0,95,398.0,112.0,6,420.0,135.0,117,82.0,2,130831,9.31,3.31,0.6444683136412459,0.14323076923076924
Steed Malbranque,4329,3966,77,720.0,108,452.0,156.0,6,892.0,106.0,72,94.0,0,155044,5.85,-0.15,1.0256410256410258,0.07597402597402597
Steeve Yago,261,243,4,27.0,5,24.0,7.0,1,42.0,4.0,1,6.0,0,8060,1.3,0.3,0.7692307692307692,0.325
Steeven Langil,928,866,18,204.0,29,114.0,36.0,1,205.0,22.0,18,18.0,0,36244,0.98,-0.02,1.0204081632653061,0.05444444444444444
Stefan Aigner,9544,8053,157,1656.0,228,855.0,276.0,24,1403.0,260.0,209,180.0,9,316207,17.6,-6.4,1.3636363636363635,0.11210191082802548
Stefan Babovic,177,165,2,24.0,3,13.0,3.0,0,26.0,3.0,5,2.0,0,4025,0.16,0.16,0.0,0.08
Stefan Bell,4215,3657,75,735.0,104,430.0,143.0,8,418.0,177.0,102,138.0,0,151125,12.43,4.43,0.6436041834271923,0.16573333333333332
Stefan De Vrij,640,624,16,144.0,25,92.0,31.0,1,109.0,36.0,21,26.0,0,32237,2.13,1.13,0.4694835680751174,0.133125
Stefan Ilsanker,269,230,5,36.0,9,35.0,9.0,0,39.0,11.0,4,7.0,0,10081,0.37,0.37,0.0,0.074
Stefan Kiessling,20591,18460,359,3696.0,513,2247.0,600.0,67,2577.0,704.0,500,462.0,12,722727,59.16,-7.84,1.1325219743069643,0.16479108635097492
Stefan Kutschke,1726,1448,23,252.0,30,148.0,47.0,1,165.0,47.0,32,36.0,2,46329,2.53,1.53,0.3952569169960475,0.10999999999999999
Stefan Lex,1930,1573,30,240.0,48,161.0,49.0,2,291.0,41.0,30,38.0,1,60463,3.17,1.17,0.6309148264984227,0.10566666666666666
Stefan Mitrovic,361,337,8,102.0,13,45.0,13.0,2,66.0,20.0,13,18.0,0,16115,2.88,0.88,0.6944444444444444,0.36
Stefan Popescu,106,87,1,12.0,2,9.0,2.0,0,15.0,2.0,1,1.0,0,2013,0.03,0.03,0.0,0.03
Stefan Radu,2302,2148,46,456.0,59,352.0,90.0,4,540.0,102.0,55,71.0,1,92655,4.23,0.23,0.9456264775413711,0.09195652173913045
Stefan Reinartz,3208,2832,56,420.0,80,314.0,106.0,7,590.0,88.0,53,71.0,1,112747,5.73,-1.27,1.2216404886561953,0.10232142857142858
Stefan Reisinger,3685,2992,47,396.0,64,236.0,75.0,10,437.0,61.0,49,50.0,2,94561,6.77,-3.23,1.4771048744460857,0.14404255319148934
Stefan Ristovski,103,95,3,12.0,6,15.0,6.0,0,29.0,5.0,1,3.0,0,6042,0.18,0.18,0.0,0.06
Stefan Savic,1237,1122,26,279.0,32,162.0,45.0,5,202.0,61.0,43,53.0,0,52360,5.22,0.22,0.9578544061302683,0.20076923076923076
Stefan Scepovic,1440,1326,25,264.0,34,119.0,41.0,6,150.0,43.0,39,29.0,3,50387,4.48,-1.52,1.3392857142857142,0.17920000000000003
Stefano Beltrame,94,84,1,0.0,1,11.0,1.0,0,15.0,1.0,0,1.0,0,2013,0.03,0.03,0.0,0.03
Stefano Celozzi,966,790,12,96.0,17,68.0,28.0,0,153.0,13.0,8,12.0,1,24149,0.73,0.73,0.0,0.06083333333333333
Stefano Ferrario,66,59,1,12.0,1,13.0,1.0,1,13.0,3.0,2,2.0,0,2011,0.5,-0.5,2.0,0.5
Stefano Lucchini,1286,1162,29,300.0,41,203.0,52.0,2,127.0,65.0,52,58.0,0,58370,5.51,3.51,0.3629764065335753,0.19
Stefano Mauri,6401,5649,123,1212.0,185,734.0,232.0,21,1086.0,251.0,169,153.0,1,247653,15.24,-5.76,1.3779527559055118,0.12390243902439024
Stefano Morrone,1009,881,19,120.0,23,103.0,41.0,1,224.0,27.0,18,19.0,2,38211,2.23,1.23,0.4484304932735426,0.11736842105263158
Stefano Okaka,5086,4123,76,744.0,115,390.0,151.0,12,702.0,94.0,81,86.0,2,153093,10.54,-1.46,1.1385199240986719,0.13868421052631577
Stefano Okaka Chuka,1012,873,14,144.0,23,84.0,24.0,2,104.0,20.0,26,14.0,0,28168,2.21,0.21,0.9049773755656109,0.15785714285714286
Stefano Pettinari,639,521,9,84.0,15,59.0,22.0,0,96.0,19.0,9,13.0,0,18144,1.08,1.08,0.0,0.12000000000000001
Stefano Sabelli,325,274,4,24.0,6,19.0,8.0,1,48.0,5.0,2,4.0,0,8064,0.25,-0.75,4.0,0.0625
Stefano Sensi,511,393,10,108.0,16,52.0,17.0,1,112.0,12.0,9,10.0,1,20160,1.0,-0.0,1.0,0.1
Stefano Sturaro,3261,2723,55,492.0,87,310.0,113.0,3,562.0,81.0,59,68.0,0,110823,4.83,1.83,0.6211180124223602,0.08781818181818182
Stelios Malezas,160,173,3,36.0,3,33.0,5.0,0,9.0,5.0,7,7.0,0,6038,0.52,0.52,0.0,0.17333333333333334
Stephan El Shaarawy,14148,13049,259,2556.0,378,1331.0,487.0,30,2625.0,322.0,314,277.0,5,521593,25.6,-4.4,1.171875,0.09884169884169884
Stephan Furstner,651,567,10,84.0,17,60.0,19.0,1,125.0,11.0,8,10.0,0,20126,0.68,-0.32,1.4705882352941175,0.068
Stephan Hain,653,602,12,120.0,16,66.0,22.0,1,100.0,21.0,16,14.0,1,24145,1.51,0.51,0.6622516556291391,0.12583333333333332
Stephan Lichtsteiner,4804,4415,103,999.0,153,615.0,197.0,13,1103.0,163.0,131,111.0,2,207401,12.33,-0.67,1.05433901054339,0.11970873786407767
Stephan Schrock,434,365,8,60.0,12,52.0,15.0,0,76.0,13.0,6,10.0,0,16104,0.61,0.61,0.0,0.07625
Stephane Bahoken,329,298,6,60.0,8,36.0,11.0,2,49.0,10.0,9,7.0,0,12075,0.63,-1.37,3.1746031746031744,0.105
Stephane Dalmat,352,265,3,12.0,3,19.0,7.0,0,45.0,5.0,3,5.0,0,6033,0.09,0.09,0.0,0.03
Stephane Darbion,2256,2381,58,528.0,80,314.0,109.0,5,619.0,109.0,57,68.0,1,116832,5.03,0.03,0.9940357852882703,0.08672413793103449
Stephane Grichting,97,90,1,12.0,2,4.0,1.0,0,3.0,3.0,3,1.0,0,2011,0.08,0.08,0.0,0.08
Stephane Mbia,2987,2754,54,480.0,78,352.0,105.0,8,457.0,110.0,76,93.0,0,108719,5.44,-2.56,1.4705882352941175,0.10074074074074074
Stephane Ruffier,61,56,2,30.0,3,0.0,0.0,2,38.0,2.0,0,2.0,0,4025,1.99,-0.01,1.0050251256281406,0.995
Stephane Sessegnon,5054,5552,121,1068.0,180,632.0,257.0,8,1267.0,139.0,124,128.0,2,243766,9.94,1.94,0.8048289738430584,0.08214876033057851
Stephane Sparagna,73,99,2,24.0,2,11.0,5.0,0,6.0,6.0,4,4.0,0,4030,0.18,0.18,0.0,0.09
Stephen Ireland,1999,2041,39,360.0,55,235.0,69.0,2,367.0,53.0,45,42.0,0,78555,3.5,1.5,0.5714285714285714,0.08974358974358974
Stephen Kingsley,286,304,6,39.0,8,45.0,9.0,1,88.0,11.0,2,9.0,0,12097,1.19,0.19,0.8403361344537815,0.19833333333333333
Stephen Quinn,952,1055,17,120.0,23,118.0,31.0,1,161.0,38.0,14,20.0,0,34248,1.12,0.12,0.8928571428571428,0.06588235294117648
Stephen Ward,94,107,5,24.0,5,29.0,11.0,1,60.0,9.0,2,8.0,0,10078,1.66,0.66,0.6024096385542169,0.33199999999999996
Stevan Jovetic,19311,17578,351,3348.0,514,1849.0,676.0,41,4000.0,464.0,385,411.0,8,706580,33.42,-7.58,1.2268102932375822,0.09521367521367521
Steve Cook,2242,2339,39,363.0,56,255.0,72.0,7,264.0,81.0,50,69.0,0,78616,6.28,-0.72,1.1146496815286624,0.16102564102564104
Steve Mounie,3268,3187,60,624.0,87,376.0,110.0,6,431.0,126.0,85,72.0,1,120971,6.89,0.89,0.8708272859216256,0.11483333333333333
Steve Sidwell,2282,2401,48,384.0,69,315.0,93.0,6,562.0,72.0,44,70.0,0,96658,5.02,-0.98,1.1952191235059761,0.10458333333333332
Steve Von Bergen,292,258,4,51.0,7,20.0,4.0,2,37.0,8.0,6,7.0,0,8050,1.48,-0.52,1.3513513513513513,0.37
Steven Berghuis,654,643,8,60.0,11,47.0,13.0,0,88.0,16.0,5,8.0,1,16125,0.64,0.64,0.0,0.08
Steven Caulker,3814,3814,64,627.0,91,416.0,128.0,6,353.0,159.0,94,115.0,0,128897,10.77,4.77,0.5571030640668524,0.16828125
Steven Cherundolo,454,335,6,24.0,11,33.0,13.0,0,82.0,7.0,3,8.0,0,12073,0.23,0.23,0.0,0.03833333333333334
Steven Davis,4065,4558,89,780.0,131,547.0,186.0,7,904.0,118.0,86,102.0,0,179306,7.42,0.42,0.9433962264150944,0.08337078651685394
Steven Defour,372,380,8,48.0,11,35.0,12.0,1,100.0,10.0,6,8.0,0,16131,0.33,-0.67,3.0303030303030303,0.04125
Steven Fletcher,4639,4741,108,1188.0,161,638.0,201.0,12,751.0,246.0,186,136.0,3,217566,15.7,3.7,0.7643312101910829,0.14537037037037037
Steven Gerrard,5274,5499,103,732.0,147,592.0,189.0,22,1327.0,124.0,71,158.0,1,207452,19.73,-2.27,1.1150532184490622,0.19155339805825244
Steven Moreira,880,885,15,132.0,20,91.0,34.0,0,219.0,18.0,11,15.0,0,30223,0.62,0.62,0.0,0.04133333333333333
Steven Naismith,4198,4421,88,888.0,124,472.0,180.0,15,716.0,134.0,120,94.0,2,177280,11.43,-3.57,1.3123359580052494,0.12988636363636363
Steven Nzonzi,5094,5148,108,1020.0,147,600.0,220.0,10,1248.0,156.0,108,126.0,0,217588,8.2,-1.8,1.2195121951219514,0.07592592592592592
Steven Paulle,475,383,6,48.0,10,40.0,11.0,1,44.0,14.0,9,12.0,0,12068,0.66,-0.34,1.5151515151515151,0.11
Steven Pienaar,1103,1226,25,252.0,37,161.0,53.0,1,262.0,33.0,27,25.0,0,50353,2.11,1.11,0.47393364928909953,0.08439999999999999
Steven Reid,547,555,10,60.0,18,73.0,19.0,0,134.0,12.0,7,14.0,0,20139,0.33,0.33,0.0,0.033
Steven Taylor,672,625,11,123.0,14,56.0,20.0,3,88.0,22.0,17,18.0,0,22161,3.56,0.56,0.8426966292134831,0.32363636363636367
Steven Whittaker,482,536,13,156.0,20,64.0,28.0,1,165.0,19.0,14,15.0,1,26186,0.72,-0.28,1.3888888888888888,0.05538461538461538
Steven Zuber,2522,2136,44,399.0,67,284.0,87.0,5,505.0,69.0,53,54.0,0,88666,3.71,-1.29,1.3477088948787062,0.08431818181818182
Stewart Downing,5814,6255,129,1128.0,188,618.0,284.0,8,1588.0,235.0,128,147.0,4,259859,8.77,0.77,0.9122006841505131,0.067984496124031
Stipe Perica,3031,2802,46,420.0,66,271.0,79.0,6,412.0,79.0,55,50.0,1,92719,4.57,-1.43,1.312910284463895,0.09934782608695653
Stoppila Sunzu,1279,1118,22,240.0,32,159.0,37.0,4,172.0,58.0,34,40.0,0,44323,2.73,-1.27,1.465201465201465,0.12409090909090909
Stuart Okeefe,396,454,7,36.0,10,36.0,14.0,0,86.0,10.0,3,7.0,0,14093,1.02,1.02,0.0,0.1457142857142857
Suat Serdar,185,156,4,24.0,6,21.0,10.0,0,48.0,4.0,2,6.0,0,8064,0.27,0.27,0.0,0.0675
Success,3051,2862,63,612.0,89,396.0,124.0,6,614.0,95.0,72,67.0,5,126967,7.53,1.53,0.796812749003984,0.11952380952380953
Suleyman Koc,1694,1587,38,384.0,56,226.0,75.0,1,403.0,46.0,49,44.0,4,76548,3.28,2.28,0.3048780487804878,0.0863157894736842
Sullay Kaikai,167,197,3,36.0,6,17.0,7.0,0,27.0,5.0,4,3.0,0,6048,0.2,0.2,0.0,0.06666666666666667
Sulley Ali Muntari,4731,4219,110,960.0,163,640.0,212.0,11,1422.0,191.0,95,123.0,0,221425,8.66,-2.34,1.2702078521939955,0.07872727272727273
Suso,8573,7434,160,1524.0,224,832.0,324.0,14,2154.0,302.0,138,191.0,3,322416,7.85,-6.15,1.78343949044586,0.049062499999999995
Sven Bender,1784,1625,42,375.0,64,232.0,82.0,4,425.0,72.0,41,57.0,1,84542,5.2,1.2,0.7692307692307692,0.12380952380952381
Sven Kums,412,369,8,24.0,10,31.0,20.0,0,120.0,8.0,2,8.0,0,16128,0.21,0.21,0.0,0.02625
Sven Schipplock,7536,6006,113,1056.0,160,664.0,209.0,16,1017.0,172.0,131,133.0,6,227531,13.39,-2.61,1.1949215832710978,0.11849557522123895
Sven Ulreich,103,90,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2013,0.99,-0.01,1.0101010101010102,0.99
Syam Ben Youssef,383,389,7,36.0,12,34.0,12.0,3,38.0,15.0,5,18.0,0,14108,1.77,-1.23,1.694915254237288,0.25285714285714284
Sylvain Armand,1901,2019,37,279.0,52,219.0,71.0,4,344.0,81.0,31,66.0,0,74530,5.09,1.09,0.7858546168958743,0.13756756756756755
Sylvain Distin,730,747,13,96.0,21,83.0,25.0,0,97.0,32.0,16,25.0,0,26176,2.69,2.69,0.0,0.20692307692307693
Sylvain Marchal,1372,1295,29,276.0,42,170.0,52.0,3,172.0,66.0,41,64.0,0,58369,5.28,2.28,0.5681818181818181,0.1820689655172414
Sylvain Marveaux,1969,1969,36,252.0,50,188.0,76.0,3,378.0,64.0,29,45.0,0,72543,2.93,-0.07,1.023890784982935,0.0813888888888889
Szabolcs Huszti,5474,4603,95,528.0,146,515.0,189.0,20,1032.0,189.0,68,135.0,2,191331,14.46,-5.54,1.3831258644536653,0.1522105263157895
Takashi Inui,9426,8310,188,1800.0,268,990.0,373.0,10,1894.0,218.0,195,204.0,6,378606,14.71,4.71,0.6798096532970768,0.07824468085106383
Takashi Usami,1688,1533,31,240.0,47,138.0,60.0,2,341.0,41.0,26,33.0,2,62382,2.33,0.33,0.8583690987124464,0.07516129032258065
Takayuki Morimoto,1591,1306,25,228.0,36,133.0,45.0,4,258.0,40.0,39,28.0,0,50286,3.11,-0.89,1.2861736334405145,0.1244
Tamas Hajnal,2337,2039,50,408.0,72,325.0,99.0,1,556.0,67.0,40,70.0,1,100587,3.55,2.55,0.28169014084507044,0.071
Tammy Abraham,162,155,2,24.0,2,11.0,5.0,0,18.0,2.0,2,2.0,0,4032,0.2,0.2,0.0,0.1
Tana,2047,1883,41,432.0,60,248.0,70.0,8,399.0,51.0,44,45.0,0,82648,4.04,-3.96,1.9801980198019802,0.09853658536585366
Tarik Elyounoussi,2596,2031,41,336.0,60,219.0,87.0,4,402.0,59.0,41,46.0,3,82575,4.83,0.83,0.8281573498964803,0.1178048780487805
Taye Taiwo,63,78,2,12.0,2,12.0,4.0,0,30.0,4.0,1,4.0,0,4022,0.06,0.06,0.0,0.03
Tayfun Pekturk,81,73,2,24.0,2,10.0,2.0,0,32.0,3.0,2,2.0,0,4024,0.04,0.04,0.0,0.02
Taylor Moore,24,32,2,12.0,3,13.0,3.0,0,30.0,3.0,1,4.0,0,4030,0.07,0.07,0.0,0.035
Teddy Mezague,277,253,3,36.0,4,11.0,7.0,0,21.0,7.0,5,4.0,0,6039,0.24,0.24,0.0,0.08
Teemu Pukki,2216,2019,35,372.0,49,200.0,56.0,8,341.0,49.0,43,35.0,4,70414,5.06,-2.94,1.58102766798419,0.14457142857142857
Teerasil Dangda,178,163,2,12.0,4,17.0,4.0,0,18.0,6.0,2,2.0,0,4028,0.09,0.09,0.0,0.045
Thanos Petsos,2585,2256,42,264.0,61,272.0,83.0,1,593.0,48.0,28,67.0,0,84519,2.6,1.6,0.3846153846153846,0.06190476190476191
Theo Bongonda,1378,1320,33,300.0,48,226.0,64.0,4,293.0,62.0,41,40.0,2,66517,3.78,-0.22,1.0582010582010584,0.11454545454545453
Theo Hernandez,618,599,16,132.0,22,100.0,32.0,0,188.0,32.0,11,18.0,0,32258,0.71,0.71,0.0,0.044375
Theo Pellenard,80,61,1,12.0,1,9.0,2.0,0,15.0,2.0,1,1.0,0,2017,0.03,0.03,0.0,0.03
Theo Walcott,6491,7144,136,1320.0,194,726.0,233.0,23,1189.0,177.0,195,156.0,6,274063,20.55,-2.45,1.119221411192214,0.1511029411764706
Theodor Gebre Selassie,4048,3394,67,690.0,96,478.0,109.0,10,481.0,122.0,92,110.0,1,134978,11.25,1.25,0.8888888888888888,0.16791044776119404
Theoson Siebatcheu,474,477,6,60.0,10,25.0,10.0,2,51.0,8.0,9,7.0,0,12090,0.69,-1.31,2.8985507246376816,0.11499999999999999
Thiago Alcantara,5848,5675,110,960.0,156,642.0,198.0,11,1147.0,154.0,109,137.0,3,221548,10.78,-0.22,1.0204081632653061,0.09799999999999999
Thiago Cionek,438,333,6,60.0,8,51.0,9.0,0,30.0,16.0,10,11.0,0,12096,0.54,0.54,0.0,0.09000000000000001
Thiago Motta,3110,3088,67,612.0,87,368.0,129.0,10,588.0,154.0,82,109.0,0,134879,8.17,-1.83,1.2239902080783354,0.12194029850746269
Thiago Ribeiro,5618,4935,109,1080.0,146,610.0,211.0,6,1245.0,141.0,127,116.0,7,219294,8.28,2.28,0.7246376811594204,0.07596330275229357
Thiago Silva,3977,3956,87,918.0,114,463.0,173.0,11,682.0,192.0,136,167.0,0,175191,13.91,2.91,0.7907979870596693,0.15988505747126436
Thiago Xavier,1086,968,19,180.0,26,131.0,38.0,2,158.0,43.0,25,37.0,0,38278,2.66,0.66,0.7518796992481203,0.14
Thibault Giresse,4411,4366,92,612.0,137,556.0,188.0,10,965.0,172.0,70,120.0,1,185352,9.34,-0.66,1.0706638115631693,0.10152173913043479
Thibaut Courtois,73,54,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2013,0.99,-0.01,1.0101010101010102,0.99
Thibaut Vion,951,818,11,132.0,18,84.0,23.0,2,72.0,20.0,18,15.0,0,22173,0.96,-1.04,2.0833333333333335,0.08727272727272727
Thierry Doubai,1818,1673,34,264.0,50,205.0,64.0,2,359.0,48.0,33,48.0,2,68420,2.79,0.79,0.7168458781362007,0.08205882352941177
Thievy,3857,3644,68,684.0,102,354.0,126.0,11,556.0,123.0,95,71.0,3,137000,8.35,-2.65,1.3173652694610778,0.12279411764705882
Thievy Bifouma,1395,1424,36,312.0,50,212.0,65.0,4,284.0,62.0,38,39.0,1,72493,4.29,0.29,0.9324009324009324,0.11916666666666667
Thilo Kehrer,201,241,5,60.0,6,28.0,10.0,0,27.0,13.0,9,12.0,0,10080,0.51,0.51,0.0,0.10200000000000001
Thomas Ayasse,1100,1097,21,243.0,28,106.0,40.0,4,265.0,27.0,27,23.0,0,42294,1.94,-2.06,2.061855670103093,0.09238095238095238
Thomas Broker,88,87,1,0.0,1,3.0,1.0,0,9.0,1.0,0,1.0,0,2014,0.05,0.05,0.0,0.05
Thomas Delaney,79,69,2,0.0,2,10.0,2.0,0,18.0,4.0,0,2.0,0,4034,0.19,0.19,0.0,0.095
Thomas Guerbert,2045,1719,35,228.0,57,223.0,72.0,2,458.0,42.0,25,54.0,2,70394,1.66,-0.34,1.2048192771084338,0.047428571428571424
Thomas Heurtaux,3767,3462,63,624.0,94,428.0,112.0,10,576.0,121.0,97,111.0,1,126835,11.32,1.32,0.8833922261484098,0.1796825396825397
Thomas Hitzlsperger,703,543,10,84.0,17,72.0,20.0,0,120.0,18.0,8,13.0,0,20112,0.53,0.53,0.0,0.053000000000000005
Thomas Ince,345,360,9,72.0,12,45.0,18.0,1,89.0,16.0,11,11.0,0,18126,0.83,-0.17,1.2048192771084338,0.09222222222222222
Thomas Kahlenberg,969,894,19,156.0,27,97.0,39.0,2,167.0,32.0,23,25.0,0,38229,1.87,-0.13,1.06951871657754,0.09842105263157895
Thomas Kleine,1199,951,14,135.0,18,55.0,28.0,1,91.0,31.0,17,18.0,0,28173,2.79,1.79,0.35842293906810035,0.1992857142857143
Thomas Lemar,4031,4050,79,576.0,115,469.0,165.0,13,1003.0,149.0,58,117.0,1,159231,7.72,-5.28,1.6839378238341969,0.09772151898734177
Thomas Manfredini,1446,1297,28,279.0,38,178.0,54.0,1,214.0,72.0,39,63.0,0,56348,3.26,2.26,0.3067484662576687,0.11642857142857142
Thomas Mangani,3906,3891,83,480.0,120,433.0,167.0,5,1126.0,152.0,44,102.0,0,167176,8.05,3.05,0.6211180124223602,0.09698795180722893
Thomas Meunier,552,553,10,96.0,15,55.0,23.0,1,120.0,13.0,11,14.0,0,20163,0.56,-0.44,1.7857142857142856,0.05600000000000001
Thomas Muller,19366,18493,390,3708.0,575,2236.0,689.0,67,3012.0,627.0,455,462.0,5,785389,59.66,-7.34,1.1230305062018102,0.15297435897435896
Thomas Partey,2294,2095,40,276.0,53,223.0,84.0,6,466.0,49.0,33,53.0,1,80595,5.4,-0.6,1.111111111111111,0.135
Thomas Pledl,335,309,4,48.0,4,23.0,9.0,0,48.0,4.0,5,4.0,0,8052,0.25,0.25,0.0,0.0625
Thomas Toure,4253,4370,82,720.0,118,469.0,167.0,4,827.0,109.0,76,97.0,2,165227,6.61,2.61,0.605143721633888,0.08060975609756098
Thomas Vermaelen,506,523,9,72.0,13,60.0,16.0,1,51.0,20.0,11,17.0,0,18127,1.0,-0.0,1.0,0.1111111111111111
Thorben Marx,999,927,22,120.0,31,93.0,48.0,2,319.0,23.0,10,24.0,0,44267,2.12,0.12,0.9433962264150942,0.09636363636363637
Thorgan Hazard,4697,4465,87,912.0,119,452.0,172.0,8,849.0,113.0,97,93.0,2,175354,9.75,1.75,0.8205128205128205,0.11206896551724138
Tiago,4427,4221,92,840.0,127,563.0,185.0,10,1016.0,148.0,104,127.0,1,185235,7.15,-2.85,1.3986013986013985,0.07771739130434784
Tiago Ilori,321,320,7,84.0,13,57.0,13.0,1,55.0,17.0,12,16.0,0,14101,1.85,0.85,0.5405405405405405,0.2642857142857143
Tiberio Guarente,2837,2347,45,204.0,64,258.0,94.0,2,624.0,75.0,17,69.0,0,90578,1.54,-0.46,1.2987012987012987,0.03422222222222222
Tiemoue Bakayoko,2467,2323,49,432.0,75,261.0,102.0,4,509.0,82.0,49,64.0,0,98741,4.35,0.35,0.9195402298850576,0.08877551020408163
Tim Albutat,108,86,1,0.0,2,6.0,2.0,0,15.0,1.0,0,2.0,0,2013,0.05,0.05,0.0,0.05
Tim Borowski,53,53,2,24.0,2,18.0,4.0,0,6.0,6.0,3,5.0,0,4024,0.31,0.31,0.0,0.155
Tim Hoogland,341,296,7,48.0,10,32.0,14.0,0,81.0,9.0,4,9.0,0,14096,0.49,0.49,0.0,0.06999999999999999
Tim Howard,177,161,2,30.0,2,0.0,0.0,2,38.0,2.0,0,2.0,0,4027,1.99,-0.01,1.0050251256281406,0.995
Tim Krul,88,93,1,12.0,2,2.0,3.0,0,3.0,2.0,3,1.0,0,2014,0.13,0.13,0.0,0.13
Tim Matavz,2916,2462,40,372.0,57,208.0,81.0,3,280.0,71.0,58,51.0,0,80599,4.51,1.51,0.6651884700665189,0.11274999999999999
Timm Klose,1639,1529,32,336.0,45,195.0,59.0,5,184.0,76.0,51,63.0,0,64411,4.15,-0.85,1.2048192771084336,0.1296875
Timmy Simons,1605,1363,32,132.0,44,165.0,58.0,9,318.0,52.0,19,54.0,0,64389,8.27,-0.73,1.0882708585247884,0.2584375
Timo Baumgartl,469,401,11,135.0,14,68.0,20.0,1,93.0,24.0,16,16.0,0,22164,3.68,2.68,0.2717391304347826,0.33454545454545453
Timo Gebhart,1910,1441,27,240.0,38,180.0,48.0,2,284.0,37.0,34,31.0,1,54321,1.72,-0.28,1.1627906976744187,0.0637037037037037
