player,sort_order,time,n_shots,event_type2,side,shot_place,shot_outcome,trueGoals,location,bodypart,assist_method,situation,fast_break,year,expectedGoals,difference,ratio,xG_per_shot_ratio
Salomon Rondon,5342,6079,128,1224.0,187,769.0,244.0,17,1060.0,254.0,187,159.0,2,257987,16.49,-0.51,1.0309278350515465,0.128828125
Salva Sevilla,5796,5280,105,768.0,141,575.0,204.0,9,1214.0,142.0,87,138.0,2,211361,10.39,1.39,0.8662175168431183,0.09895238095238096
Salvatore Aronica,281,292,6,24.0,7,45.0,11.0,0,74.0,12.0,2,7.0,0,12072,0.26,0.26,0.0,0.043333333333333335
Salvatore Bocchetti,144,112,2,24.0,2,14.0,3.0,0,20.0,4.0,2,2.0,0,4030,0.18,0.18,0.0,0.09
Salvatore Masiello,440,413,9,72.0,13,47.0,20.0,0,117.0,17.0,6,11.0,0,18119,0.41,0.41,0.0,0.04555555555555555
Salvatore Molina,159,137,2,24.0,3,7.0,4.0,0,18.0,3.0,4,2.0,0,4028,0.16,0.16,0.0,0.08
Salvatore Sirigu,44,42,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2014,0.99,-0.01,1.0101010101010102,0.99
Sam Byram,78,84,2,12.0,3,18.0,4.0,0,26.0,2.0,1,4.0,0,4034,0.1,0.1,0.0,0.05
Sam Clucas,943,922,21,180.0,35,124.0,47.0,0,209.0,42.0,20,31.0,1,42338,1.8,1.8,0.0,0.08571428571428572
Sam Field,38,46,1,0.0,2,9.0,2.0,0,15.0,2.0,0,1.0,0,2016,0.02,0.02,0.0,0.02
Sam Gallagher,334,376,9,108.0,10,39.0,16.0,1,59.0,12.0,20,9.0,1,18125,2.15,1.15,0.46511627906976744,0.23888888888888887
Sam Mcqueen,25,26,1,12.0,1,9.0,2.0,0,15.0,2.0,1,2.0,0,2016,0.05,0.05,0.0,0.05
Sam Vokes,2375,2429,50,480.0,65,294.0,97.0,4,399.0,97.0,68,62.0,1,100787,7.15,3.15,0.5594405594405594,0.14300000000000002
Samba Diakite,397,336,8,48.0,11,49.0,16.0,0,114.0,9.0,4,8.0,0,16088,0.24,0.24,0.0,0.03
Sambou Yatabare,2985,2818,56,468.0,81,367.0,107.0,4,600.0,83.0,60,77.0,1,112777,6.09,2.09,0.6568144499178982,0.10875
Samed Yesil,92,87,1,12.0,1,5.0,1.0,0,9.0,1.0,1,1.0,0,2012,0.05,0.05,0.0,0.05
Sami Allagui,5769,4871,97,972.0,147,574.0,172.0,12,870.0,159.0,123,115.0,4,195266,11.76,-0.24,1.0204081632653061,0.12123711340206185
Sami Khedira,4542,4085,93,840.0,137,544.0,170.0,12,873.0,132.0,101,114.0,1,187307,11.51,-0.49,1.0425716768027802,0.12376344086021505
Samir,134,130,3,36.0,5,21.0,5.0,1,9.0,9.0,6,9.0,0,6048,0.34,-0.66,2.941176470588235,0.11333333333333334
Samir Handanovic,238,199,3,42.0,6,14.0,3.0,2,41.0,5.0,2,5.0,0,6045,2.1,0.1,0.9523809523809523,0.7000000000000001
Samir Nasri,4962,5273,106,1092.0,147,501.0,216.0,11,1025.0,132.0,118,107.0,1,213540,11.46,0.46,0.9598603839441535,0.10811320754716983
Sammir,849,769,20,108.0,29,107.0,40.0,1,235.0,22.0,9,27.0,2,40290,1.77,0.77,0.5649717514124294,0.0885
Sammy Ameobi,1510,1560,32,264.0,48,168.0,75.0,2,326.0,66.0,28,41.0,0,64461,1.97,-0.03,1.015228426395939,0.0615625
Samu,84,89,1,0.0,2,9.0,2.0,0,15.0,2.0,0,1.0,0,2015,0.02,0.02,0.0,0.02
Samu Castillejo,3693,3547,73,684.0,105,401.0,142.0,3,731.0,135.0,80,80.0,1,147111,7.25,4.25,0.41379310344827586,0.09931506849315068
Samuel,3382,3079,67,540.0,100,401.0,123.0,11,644.0,100.0,80,74.0,1,134968,7.24,-3.76,1.5193370165745856,0.10805970149253731
Samuel Bouhours,511,479,13,99.0,16,76.0,21.0,1,145.0,26.0,8,13.0,0,26155,1.7,0.7,0.5882352941176471,0.13076923076923078
Samuel Etoo,6024,5849,117,1140.0,177,606.0,234.0,14,1227.0,151.0,122,128.0,2,235656,11.09,-2.91,1.2623985572587917,0.09478632478632479
Samuel Souprayen,771,657,13,120.0,21,83.0,25.0,0,141.0,26.0,14,17.0,0,26177,1.21,1.21,0.0,0.09307692307692307
Samuel Umtiti,2770,2580,53,384.0,78,317.0,113.0,3,540.0,114.0,49,92.0,0,106769,6.36,3.36,0.4716981132075471,0.12000000000000001
Samuele Longo,5048,4070,68,696.0,96,369.0,132.0,3,632.0,108.0,97,73.0,2,136940,8.07,5.07,0.37174721189591076,0.1186764705882353
San Jose,1871,1747,35,264.0,50,215.0,66.0,4,263.0,69.0,44,59.0,0,70552,5.07,1.07,0.7889546351084812,0.14485714285714288
Sanaa Altama,45,56,1,12.0,1,5.0,1.0,0,7.0,2.0,1,1.0,0,2011,0.07,0.07,0.0,0.07
Sandro,1764,1871,38,279.0,52,191.0,81.0,3,505.0,44.0,26,47.0,0,76538,2.83,-0.17,1.0600706713780919,0.07447368421052632
Sandro Ramirez,4135,3527,68,624.0,96,376.0,137.0,9,773.0,91.0,66,87.0,2,137065,8.51,-0.49,1.0575793184488838,0.12514705882352942
Sandro Sirigu,934,782,12,108.0,18,83.0,21.0,2,145.0,15.0,10,13.0,2,24192,0.93,-1.07,2.150537634408602,0.0775
Sandro Wagner,10438,8868,161,1623.0,234,982.0,291.0,27,1377.0,309.0,208,217.0,8,324418,28.08,1.08,0.9615384615384616,0.17440993788819875
Sanjin Prcic,2969,2954,59,504.0,78,326.0,118.0,2,777.0,70.0,55,66.0,1,118834,2.89,0.89,0.6920415224913494,0.04898305084745763
Santi Mina,5441,5030,108,1092.0,157,582.0,202.0,17,940.0,151.0,150,131.0,3,217610,15.95,-1.05,1.0658307210031348,0.14768518518518517
Santiago Cazorla,13328,13716,274,2136.0,398,1373.0,556.0,20,3332.0,403.0,213,345.0,3,551691,25.92,5.92,0.7716049382716049,0.09459854014598541
Santiago Garcia,4861,4034,77,711.0,109,447.0,151.0,7,603.0,179.0,98,130.0,1,155061,10.58,3.58,0.6616257088846881,0.13740259740259742
Santiago Gentiletti,742,625,14,147.0,19,78.0,27.0,4,127.0,34.0,20,26.0,0,28200,3.55,-0.45,1.1267605633802817,0.25357142857142856
Santiago Silva,933,861,14,156.0,20,78.0,28.0,0,109.0,24.0,23,18.0,0,28154,1.83,1.83,0.0,0.13071428571428573
Santiago Vergini,1276,1311,26,231.0,33,170.0,47.0,1,187.0,48.0,34,37.0,0,52380,3.91,2.91,0.2557544757033248,0.1503846153846154
Santos Borre,718,620,8,96.0,12,34.0,11.0,0,68.0,10.0,9,10.0,0,16129,0.78,0.78,0.0,0.0975
Saphir Sliti Taider,4318,3733,77,624.0,113,468.0,167.0,4,920.0,111.0,63,104.0,2,154978,5.71,1.71,0.7005253940455342,0.07415584415584416
Saphir Taider,5621,5013,102,780.0,148,535.0,227.0,4,1342.0,138.0,72,120.0,0,205545,4.59,0.59,0.8714596949891068,0.045
Sascha Molders,9545,7964,149,1539.0,215,885.0,282.0,19,1098.0,307.0,226,168.0,6,299867,19.7,0.7,0.9644670050761421,0.13221476510067115
Sascha Riether,580,550,12,90.0,16,46.0,21.0,2,161.0,16.0,7,13.0,0,24153,2.57,0.57,0.7782101167315175,0.21416666666666664
Saul,2107,1981,49,396.0,73,310.0,95.0,3,580.0,63.0,50,53.0,3,98718,4.18,1.18,0.7177033492822967,0.08530612244897959
Saul Berjon,1701,1761,34,180.0,48,192.0,68.0,4,369.0,39.0,22,47.0,1,68519,5.19,1.19,0.770712909441233,0.1526470588235294
Saul Nia­Guez,96,74,1,15.0,2,0.0,0.0,1,19.0,1.0,0,1.0,0,2014,0.99,-0.01,1.0101010101010102,0.99
Saul Niguez,6661,6473,135,1152.0,200,790.0,261.0,11,1373.0,285.0,145,186.0,0,271990,10.9,-0.1,1.0091743119266054,0.08074074074074074
Savvas Gentsoglou,59,43,2,12.0,2,10.0,5.0,0,30.0,2.0,1,2.0,0,4026,0.05,0.05,0.0,0.025
Scott Arfield,3209,3229,66,528.0,97,371.0,138.0,3,714.0,91.0,59,80.0,0,132987,5.61,2.61,0.53475935828877,0.085
Scott Dann,3562,3577,69,732.0,108,448.0,133.0,10,365.0,188.0,122,134.0,0,139063,8.31,-1.69,1.2033694344163657,0.12043478260869565
Scott Parker,803,834,16,132.0,21,136.0,25.0,2,213.0,17.0,11,22.0,0,32218,0.81,-1.19,2.4691358024691357,0.050625
Scott Sinclair,948,1091,25,240.0,35,141.0,46.0,3,229.0,40.0,25,30.0,0,50378,3.18,0.18,0.9433962264150942,0.1272
Sead Kolasinac,1909,1751,41,423.0,55,228.0,84.0,4,437.0,78.0,41,47.0,1,82610,4.4,0.4,0.9090909090909091,0.10731707317073172
Seamus Coleman,3990,4162,84,810.0,113,508.0,160.0,15,908.0,139.0,89,98.0,2,169249,9.92,-5.08,1.5120967741935485,0.1180952380952381
Seba Fernandez,2953,2737,49,456.0,69,293.0,79.0,6,367.0,98.0,64,56.0,3,98593,7.82,1.82,0.7672634271099744,0.15959183673469388
Sebastian Blanco,165,172,2,24.0,3,8.0,5.0,0,30.0,2.0,2,2.0,0,4028,0.05,0.05,0.0,0.025
Sebastian Boenisch,4394,3866,80,756.0,119,463.0,173.0,3,764.0,143.0,88,120.0,0,161099,7.25,4.25,0.41379310344827586,0.090625
Sebastian Coates,715,762,12,135.0,18,80.0,26.0,1,70.0,32.0,19,22.0,0,24176,2.61,1.61,0.3831417624521073,0.2175
Sebastian Cristoforo,540,460,7,60.0,11,33.0,14.0,0,86.0,8.0,8,7.0,0,14108,0.44,0.44,0.0,0.06285714285714286
Sebastian Dubarbier,1606,1551,32,183.0,47,159.0,71.0,2,419.0,58.0,16,42.0,0,64435,2.17,0.17,0.9216589861751152,0.0678125
Sebastian Eguren,773,658,12,72.0,14,57.0,22.0,2,98.0,19.0,9,16.0,0,24138,1.42,-0.58,1.4084507042253522,0.11833333333333333
Sebastian Eriksson,859,775,17,108.0,25,97.0,34.0,0,214.0,33.0,12,20.0,0,34226,1.01,1.01,0.0,0.05941176470588235
Sebastian Freis,2752,2557,43,336.0,62,251.0,77.0,4,347.0,63.0,50,54.0,2,86532,6.83,2.83,0.5856515373352855,0.1588372093023256
Sebastian Giovinco,13576,12596,270,2304.0,380,1446.0,535.0,24,3037.0,353.0,289,329.0,8,543294,26.68,2.68,0.8995502248875562,0.09881481481481481
Sebastian Jung,2382,2087,43,339.0,73,257.0,90.0,2,556.0,60.0,32,57.0,0,86564,3.09,1.09,0.6472491909385114,0.07186046511627907
Sebastian Kehl,2326,2147,51,468.0,76,311.0,98.0,4,500.0,103.0,58,64.0,0,102640,5.29,1.29,0.7561436672967864,0.10372549019607843
Sebastian Kerk,954,928,15,132.0,19,74.0,28.0,0,177.0,27.0,14,18.0,1,30201,1.01,1.01,0.0,0.06733333333333333
Sebastian Langkamp,1407,1214,31,336.0,45,208.0,56.0,5,174.0,84.0,49,63.0,0,62417,6.17,1.17,0.8103727714748784,0.19903225806451613
Sebastian Larsson,4375,4439,84,468.0,117,473.0,179.0,4,1086.0,99.0,44,131.0,1,169211,6.33,2.33,0.631911532385466,0.07535714285714286
Sebastian Leto,2448,2027,43,444.0,68,271.0,83.0,3,469.0,87.0,44,60.0,1,86581,2.62,-0.38,1.1450381679389312,0.060930232558139535
Sebastian Polter,3637,2891,45,468.0,69,263.0,67.0,7,287.0,90.0,65,51.0,1,90555,5.7,-1.3,1.2280701754385965,0.12666666666666668
Sebastian Prodl,4405,3817,78,771.0,117,514.0,143.0,12,546.0,188.0,116,139.0,1,157107,12.11,0.11,0.9909165978530141,0.15525641025641024
Sebastian Rode,4168,3583,67,528.0,105,414.0,143.0,4,792.0,91.0,58,72.0,0,134907,4.93,0.93,0.8113590263691685,0.0735820895522388
Sebastian Rudy,6084,4999,104,552.0,155,600.0,215.0,8,1411.0,125.0,51,148.0,0,209441,5.88,-2.12,1.3605442176870748,0.05653846153846154
Sebastian Tyrala,46,47,1,0.0,1,2.0,3.0,0,15.0,1.0,0,1.0,0,2012,0.03,0.03,0.0,0.03
Sebastien Bassong,1753,2005,39,447.0,54,281.0,75.0,2,214.0,107.0,64,74.0,0,78563,6.22,4.22,0.3215434083601286,0.15948717948717947
Sebastien Corchia,6700,6287,133,696.0,183,716.0,272.0,8,1829.0,167.0,74,200.0,1,267892,9.34,1.34,0.8565310492505354,0.07022556390977444
Sebastien De Maio,1937,1648,35,363.0,45,199.0,67.0,5,307.0,79.0,49,62.0,0,70517,7.92,2.92,0.6313131313131313,0.22628571428571428
Sebastien Grax,417,384,7,60.0,10,42.0,13.0,1,59.0,9.0,6,10.0,0,14084,0.54,-0.46,1.8518518518518516,0.07714285714285715
Sebastien Pocognoli,853,802,18,144.0,24,109.0,37.0,0,253.0,34.0,12,22.0,0,36243,0.53,0.53,0.0,0.029444444444444447
Sebastien Puygrenier,2652,2537,47,468.0,70,283.0,81.0,9,361.0,101.0,72,95.0,0,94584,9.64,0.64,0.933609958506224,0.2051063829787234
Sebastien Roudet,3658,3539,69,552.0,93,402.0,134.0,5,687.0,135.0,76,81.0,2,138880,4.82,-0.18,1.0373443983402488,0.06985507246376813
Sebastien Salleslamonge,80,97,2,12.0,3,16.0,4.0,0,18.0,3.0,1,2.0,0,4032,0.2,0.2,0.0,0.1
Sebastien Squillaci,1674,1603,37,396.0,43,232.0,63.0,5,196.0,98.0,63,66.0,0,74535,6.05,1.05,0.8264462809917356,0.1635135135135135
Sebastien Wuthrich,105,90,1,12.0,2,5.0,1.0,0,15.0,1.0,1,1.0,0,2016,0.03,0.03,0.0,0.03
Sehrou Guirassy,423,361,6,60.0,9,26.0,10.0,0,55.0,8.0,10,8.0,0,12091,1.13,1.13,0.0,0.18833333333333332
Sejad Salihovic,9624,7925,162,960.0,232,953.0,301.0,27,2149.0,312.0,104,266.0,3,326060,25.79,-1.21,1.0469174098487786,0.15919753086419752
Seko Fofana,2919,2853,56,480.0,85,382.0,105.0,5,713.0,69.0,43,60.0,2,112877,3.65,-1.35,1.36986301369863,0.06517857142857143
Sekou Baradji,195,164,2,0.0,2,4.0,6.0,0,30.0,3.0,0,2.0,0,4024,0.05,0.05,0.0,0.025
Senad Lulic,7124,6427,145,1248.0,203,875.0,277.0,18,1551.0,211.0,143,175.0,4,291994,13.26,-4.74,1.3574660633484164,0.09144827586206897
Sene,489,484,10,96.0,15,54.0,19.0,0,100.0,13.0,10,12.0,0,20159,0.79,0.79,0.0,0.079
Sercan Sararer,2156,1870,40,384.0,65,191.0,84.0,1,460.0,56.0,36,40.0,1,80511,2.33,1.33,0.4291845493562232,0.05825
Serdar Tasci,1772,1500,30,300.0,44,184.0,57.0,3,184.0,71.0,51,58.0,0,60355,4.91,1.91,0.6109979633401221,0.16366666666666668
Serge Aurier,6598,6584,124,1239.0,179,725.0,239.0,11,1091.0,225.0,160,167.0,0,249732,14.37,3.37,0.7654836464857342,0.11588709677419354
Serge Gakpe,7409,7791,159,1440.0,231,917.0,296.0,15,1930.0,236.0,179,194.0,5,320266,14.24,-0.76,1.053370786516854,0.08955974842767296
Serge Gnabry,2480,2193,44,408.0,64,238.0,80.0,7,511.0,55.0,44,52.0,2,88686,4.22,-2.78,1.6587677725118484,0.0959090909090909
Serge Nguessan,228,206,5,12.0,8,28.0,10.0,0,75.0,5.0,1,7.0,0,10080,0.15,0.15,0.0,0.03
Sergei Krivets,1294,1219,26,204.0,37,175.0,46.0,1,285.0,41.0,22,33.0,0,52366,1.8,0.8,0.5555555555555556,0.06923076923076923
Sergej Milinkovicsavic,3449,3042,64,576.0,100,387.0,123.0,5,582.0,111.0,70,76.0,0,129017,5.31,0.31,0.9416195856873824,0.08296875
Sergi Darder,7432,7050,152,1224.0,215,830.0,305.0,9,1815.0,170.0,133,180.0,2,306238,11.04,2.04,0.8152173913043479,0.07263157894736842
Sergi Enrich,1793,1724,35,336.0,50,193.0,68.0,5,277.0,62.0,47,42.0,0,70568,4.93,-0.07,1.0141987829614605,0.14085714285714285
Sergi Gomez,2500,2604,49,420.0,66,268.0,83.0,8,405.0,83.0,58,64.0,0,98756,6.64,-1.36,1.2048192771084338,0.13551020408163264
Sergi Roberto,1450,1353,31,276.0,44,157.0,71.0,0,288.0,45.0,31,36.0,0,62465,2.74,2.74,0.0,0.08838709677419355
Sergi Samper,185,160,3,36.0,4,20.0,3.0,0,45.0,4.0,3,3.0,0,6049,0.08,0.08,0.0,0.02666666666666667
Sergio,571,459,8,96.0,11,63.0,14.0,1,35.0,22.0,14,18.0,0,16092,0.97,-0.03,1.0309278350515465,0.12125
Sergio Aguero,17107,18206,416,3948.0,620,2304.0,765.0,75,3557.0,598.0,530,486.0,10,838192,64.19,-10.81,1.168406293815236,0.1543028846153846
Sergio Almiron,6424,5507,121,1056.0,188,708.0,243.0,9,1434.0,145.0,115,162.0,1,243453,7.88,-1.12,1.1421319796954315,0.06512396694214875
Sergio Alvarez,526,461,9,60.0,16,69.0,16.0,2,84.0,15.0,8,15.0,0,18136,0.8,-1.2,2.5,0.08888888888888889
Sergio Araujo,4659,4414,77,744.0,111,466.0,142.0,7,713.0,105.0,97,80.0,2,155194,9.47,2.47,0.7391763463569165,0.12298701298701299
Sergio Ballesteros,170,183,6,48.0,9,30.0,13.0,1,39.0,11.0,9,9.0,0,12069,0.86,-0.14,1.1627906976744187,0.14333333333333334
Sergio Busquets,1023,966,26,180.0,34,150.0,50.0,3,277.0,42.0,22,44.0,0,52367,2.36,-0.64,1.2711864406779663,0.09076923076923077
Sergio Canales,7843,7252,158,1260.0,225,791.0,334.0,9,1846.0,311.0,144,198.0,3,318206,9.38,0.38,0.9594882729211086,0.059367088607594945
Sergio Da Silva Pinto,2909,2455,47,312.0,75,262.0,103.0,2,657.0,56.0,34,61.0,0,94592,1.83,-0.17,1.0928961748633879,0.03893617021276596
Sergio Escudero,4782,4406,94,636.0,134,582.0,178.0,6,1272.0,175.0,59,121.0,3,189359,5.58,-0.42,1.075268817204301,0.05936170212765957
Sergio Floccari,11371,9946,194,1980.0,298,1084.0,379.0,22,1715.0,355.0,286,233.0,4,390612,24.29,2.29,0.9057225195553726,0.1252061855670103
Sergio Garcia,14586,13311,284,2628.0,422,1572.0,528.0,37,2816.0,448.0,352,308.0,14,571726,33.61,-3.39,1.1008628384409402,0.11834507042253521
Sergio Garufi,97,89,1,12.0,1,6.0,2.0,0,15.0,2.0,1,1.0,0,2014,0.03,0.03,0.0,0.03
Sergio Leon,1664,1461,35,336.0,51,180.0,64.0,5,314.0,54.0,39,37.0,0,70572,2.96,-2.04,1.6891891891891893,0.08457142857142858
Sergio Mantecon,192,175,2,12.0,4,5.0,4.0,0,15.0,2.0,4,2.0,0,4026,0.16,0.16,0.0,0.08
Sergio Marcos,137,143,3,12.0,5,10.0,5.0,0,45.0,6.0,1,3.0,0,6045,0.07,0.07,0.0,0.023333333333333334
Sergio Pelegrin,390,352,6,72.0,9,39.0,14.0,0,30.0,14.0,9,12.0,0,12083,0.81,0.81,0.0,0.135
Sergio Pellissier,11140,9602,179,1788.0,264,1016.0,315.0,31,1325.0,322.0,255,216.0,6,360391,31.03,0.03,0.999033193683532,0.17335195530726258
Sergio Pinto,3829,3459,67,444.0,92,433.0,140.0,1,926.0,80.0,56,101.0,4,134811,4.7,3.7,0.2127659574468085,0.07014925373134329
Sergio Ramos,7725,6837,154,1515.0,221,870.0,305.0,21,942.0,353.0,245,296.0,1,310116,22.38,1.38,0.9383378016085792,0.14532467532467533
Sergio Rodriguez,172,146,2,24.0,4,15.0,5.0,0,18.0,2.0,2,2.0,0,4022,0.2,0.2,0.0,0.1
Sergio Sanchez,1420,1367,33,267.0,49,203.0,64.0,1,266.0,61.0,36,56.0,0,66430,4.59,3.59,0.2178649237472767,0.1390909090909091
Sergio Tejera,1330,1151,19,120.0,31,103.0,35.0,1,249.0,39.0,14,26.0,0,38221,0.75,-0.25,1.3333333333333333,0.039473684210526314
Sessi Dalmeida,84,73,1,12.0,1,2.0,3.0,0,15.0,1.0,1,1.0,0,2015,0.03,0.03,0.0,0.03
Seydou Doumbia,510,535,9,96.0,17,35.0,20.0,2,46.0,17.0,12,9.0,0,18136,1.09,-0.91,1.8348623853211008,0.12111111111111111
Seydou Keita,1834,1811,45,432.0,57,268.0,91.0,7,415.0,98.0,54,66.0,0,90629,4.18,-2.82,1.674641148325359,0.09288888888888888
Shane Long,7985,8690,169,1704.0,255,1054.0,299.0,23,1332.0,319.0,251,202.0,3,340515,18.96,-4.04,1.2130801687763713,0.11218934911242603
Shani Tarashaj,297,249,4,48.0,7,29.0,8.0,1,42.0,7.0,4,4.0,0,8064,0.27,-0.73,3.7037037037037033,0.0675
Shaun Maloney,199,200,3,24.0,6,18.0,6.0,1,43.0,4.0,2,5.0,0,6048,0.71,-0.29,1.4084507042253522,0.23666666666666666
Shaun Wrightphillips,85,86,1,12.0,2,3.0,1.0,0,15.0,1.0,1,1.0,0,2015,0.03,0.03,0.0,0.03
Shawn Parker,2588,2213,44,360.0,70,269.0,77.0,4,448.0,56.0,44,53.0,1,88579,3.82,-0.18,1.0471204188481675,0.08681818181818181
Shay Given,56,51,1,15.0,1,0.0,1.0,1,19.0,1.0,0,1.0,0,2016,0.99,-0.01,1.0101010101010102,0.99
Sheyi Ojo,198,203,5,60.0,9,15.0,12.0,0,53.0,9.0,5,5.0,0,10080,0.32,0.32,0.0,0.064
Shinji Kagawa,7128,6992,151,1428.0,209,887.0,273.0,25,1201.0,228.0,152,162.0,5,304044,17.63,-7.37,1.4180374361883155,0.11675496688741721
Shinji Okazaki,11832,10960,244,2328.0,379,1439.0,450.0,37,1906.0,447.0,307,289.0,4,491394,36.03,-0.97,1.0269220094365805,0.14766393442622952
Shkodran Mustafi,4090,3585,71,669.0,101,389.0,143.0,9,416.0,153.0,99,143.0,0,143055,11.81,2.81,0.7620660457239627,0.16633802816901408
Shola Ameobi,1776,1834,36,384.0,49,186.0,66.0,2,336.0,69.0,43,44.0,0,72491,3.37,1.37,0.5934718100890207,0.09361111111111112
Siaka Tiene,2561,2388,45,168.0,68,314.0,78.0,7,586.0,80.0,16,89.0,1,90604,5.86,-1.14,1.1945392491467577,0.13022222222222224
Sidnei,1199,1117,25,282.0,42,128.0,48.0,3,146.0,54.0,39,48.0,0,50369,5.8,2.8,0.5172413793103449,0.23199999999999998
Sidney Govou,1939,1742,31,288.0,52,200.0,58.0,1,311.0,43.0,40,36.0,2,62366,3.01,2.01,0.33222591362126247,0.09709677419354838
Sidney Sam,5247,4769,102,996.0,150,492.0,200.0,14,1108.0,194.0,110,121.0,1,205288,8.8,-5.2,1.5909090909090908,0.08627450980392158
Siem De Jong,905,963,13,132.0,20,83.0,24.0,1,82.0,21.0,20,13.0,0,26195,1.52,0.52,0.6578947368421053,0.11692307692307692
Sigamary Diarra,3111,2875,51,432.0,86,280.0,98.0,2,607.0,102.0,56,63.0,0,102648,3.14,1.14,0.6369426751592356,0.06156862745098039
Silivan Widmer,343,293,6,72.0,9,32.0,13.0,0,66.0,11.0,8,10.0,1,12083,1.03,1.03,0.0,0.17166666666666666
Silvan Widmer,2637,2372,46,480.0,70,288.0,84.0,2,380.0,87.0,71,60.0,0,92697,4.68,2.68,0.4273504273504274,0.1017391304347826
Silvestre Varela,1873,1842,36,372.0,54,181.0,78.0,4,402.0,53.0,40,38.0,0,72531,2.24,-1.76,1.7857142857142856,0.06222222222222223
Silvio,1540,1355,22,192.0,34,139.0,48.0,2,306.0,25.0,19,26.0,0,44276,0.97,-1.03,2.061855670103093,0.04409090909090909
Silvio Romero,364,397,7,84.0,7,26.0,11.0,2,49.0,11.0,9,7.0,1,14093,0.92,-1.08,2.1739130434782608,0.13142857142857142
Simao,2562,2306,56,480.0,86,348.0,121.0,5,485.0,98.0,72,102.0,0,112763,7.32,2.32,0.6830601092896175,0.13071428571428573
Simao Mate,561,477,10,108.0,12,54.0,17.0,1,50.0,28.0,17,17.0,0,20153,0.82,-0.18,1.2195121951219512,0.08199999999999999
Sime Vrsaljko,2072,1668,31,288.0,45,183.0,67.0,0,410.0,34.0,32,39.0,0,62447,2.05,2.05,0.0,0.0661290322580645
Simeon Jackson,43,60,2,24.0,3,8.0,5.0,0,26.0,3.0,3,2.0,0,4026,0.07,0.07,0.0,0.035
Simon Falette,624,594,12,144.0,16,90.0,19.0,2,57.0,33.0,24,23.0,0,24192,1.32,-0.68,1.5151515151515151,0.11
Simon Francis,521,567,11,120.0,15,62.0,25.0,0,111.0,19.0,15,18.0,0,22171,0.74,0.74,0.0,0.06727272727272728
Simon Kjaer,3294,3165,66,552.0,89,436.0,129.0,3,502.0,144.0,84,144.0,0,132904,7.2,4.2,0.41666666666666663,0.1090909090909091
Simon Makienok,104,90,1,12.0,1,6.0,2.0,0,3.0,3.0,2,3.0,0,2014,0.11,0.11,0.0,0.11
Simon Mignolet,18,21,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2014,0.99,-0.01,1.0101010101010102,0.99
Simon Poulsen,6,7,1,12.0,2,2.0,3.0,0,9.0,2.0,1,1.0,0,2012,0.05,0.05,0.0,0.05
Simon Rolfes,5406,4724,94,780.0,136,563.0,183.0,10,949.0,184.0,90,128.0,0,189207,12.65,2.65,0.7905138339920948,0.1345744680851064
Simon Zenke,461,456,9,96.0,15,52.0,21.0,1,101.0,11.0,11,13.0,0,18108,0.46,-0.54,2.1739130434782608,0.051111111111111114
Simon Zoller,2635,2671,48,444.0,70,269.0,79.0,8,431.0,72.0,50,48.0,3,96732,5.12,-2.88,1.5625,0.10666666666666667
Simone Bentivoglio,471,411,10,84.0,16,58.0,19.0,1,98.0,15.0,8,10.0,1,20134,1.07,0.07,0.9345794392523364,0.10700000000000001
Simone Caruso,113,88,1,12.0,2,9.0,2.0,0,9.0,3.0,2,1.0,0,2014,0.02,0.02,0.0,0.02
Simone Del Nero,442,362,7,72.0,8,43.0,12.0,2,89.0,14.0,6,7.0,1,14084,0.45,-1.55,4.444444444444445,0.0642857142857143
Simone Lo Faso,235,180,2,12.0,3,14.0,3.0,0,18.0,3.0,1,4.0,0,4032,0.22,0.22,0.0,0.11
Simone Loria,87,68,1,12.0,1,13.0,1.0,1,3.0,3.0,2,2.0,0,2011,0.14,-0.86,7.142857142857142,0.14
Simone Missiroli,2733,2328,45,384.0,68,272.0,80.0,7,472.0,79.0,50,58.0,0,90653,5.92,-1.08,1.1824324324324325,0.13155555555555556
Simone Padoin,3275,2913,53,456.0,73,287.0,106.0,4,605.0,74.0,49,58.0,0,106697,4.47,0.47,0.894854586129754,0.08433962264150943
Simone Pepe,5590,4638,101,888.0,156,545.0,201.0,10,1074.0,128.0,119,125.0,3,203326,10.93,0.93,0.9149130832570906,0.10821782178217822
Simone Perrotta,1319,1178,18,192.0,28,96.0,38.0,2,182.0,20.0,17,20.0,0,36218,1.45,-0.55,1.3793103448275863,0.08055555555555555
Simone Pesce,892,812,21,180.0,30,110.0,45.0,0,285.0,39.0,19,24.0,0,42249,0.75,0.75,0.0,0.03571428571428571
Simone Romagnoli,571,500,11,132.0,14,88.0,23.0,0,48.0,30.0,22,25.0,0,22175,1.27,1.27,0.0,0.11545454545454546
Simone Tiribocchi,1221,1044,18,216.0,23,118.0,35.0,2,126.0,24.0,31,21.0,1,36210,2.38,0.38,0.8403361344537815,0.1322222222222222
Simone Verdi,5213,4553,88,720.0,122,527.0,169.0,6,974.0,137.0,75,122.0,1,177320,8.43,2.43,0.7117437722419929,0.09579545454545454
Simone Vergassola,1337,1151,25,180.0,36,132.0,55.0,2,267.0,31.0,23,34.0,1,50308,2.49,0.49,0.8032128514056224,0.09960000000000001
